codigo,categoria,unidad,descripcion_corta,descripcion_detallada,mano_de_obra,maquinaria,materiales_y_otros,precio_total,tags,tipo,fecha
E21ABC040,ACRÍLICAS,ud,BAÑ.ACERO 160x70 COL.N.EUROPA,"Bañera de chapa de acero esmaltado, de 160x70 cm., en color con fondo antideslizante, mod. Nueva Europa de Metalibérica, con grifería mezcladora exterior monomando mod. Aquanova plus de RamonSoler, con inversor baño-ducha, ducha teléfono, flexible de 170 cm. y soporte articulado, cromada, incluso desagüe con rebosadero, de salida horizontal, de 40 mm., instalada y funcionando.",15.61,0.0,153.65,169.26,"grifería, teléfono, monomando, inversor, cromado, desagüe, flexible, mezcla, ducha, Europa, bañera, horizontal, rebosadero, color, soporte, esmalte, exterior, articulación, chapa, acero, instalación, salida, ",Partida,2000-01-31
E21ABC050,ACRÍLICAS,ud,BAÑ.ACERO 160x70 BLA.N.EUROPA,"Bañera de chapa de acero esmaltado, de 160x70 cm., blanca con fondo antideslizante, mod. Nueva Europa de Metalibérica, con grifería mezcladora exterior monomando, mod. Aquanova plus de RamonSoler, con inversor baño-ducha, ducha teléfono, flexible de 170 cm. y soporte articulado, incluso desagüe con rebosadero, de salida horizontal, de 40 mm., instalada y funcionando.",15.61,0.0,130.7,146.31,"salida, inversor, grifería, ducha, desagüe, flexible, mezcla, monomando, bañera, teléfono, instalación, Europa, soporte, blanco, chapa, articulación, exterior, esmalte, horizontal, rebosadero, acero, ",Partida,2000-01-31
E21ABC054,ACRÍLICAS,ud,BAÑ.ACERO 150x70 COL.N.EUROPA,"Bañera de chapa de acero esmaltado, de 150x70 cm., en color con fondo antideslizante, mod. Nueva Europa de Metalibérica, con grifería mezcladora exterior monomando mod. Aquamando-2 de RamonSoler, con inversor baño-ducha, ducha teléfono, flexible de 170 cm. y soporte articulado, cromada, incluso desagüe con rebosadero, de salida horizontal, de 40 mm., instalada y funcionando.",15.61,0.0,165.93,181.54,"rebosadero, monomando, inversor, cromado, grifería, ducha, desagüe, mezcla, instalación, Europa, flexible, exterior, salida, bañera, esmalte, articulación, chapa, acero, soporte, teléfono, color, horizontal, ",Partida,2000-01-31
E21ABC055,ACRÍLICAS,ud,BAÑ.ACERO 150x70 BLA.N.EUROPA,"Bañera de chapa de acero esmaltado, de 150x70 cm., blanca con fondo antideslizante, mod. Nueva Europa de Metalibérica, con grifería mezcladora exterior monomando, modelo Aquamando-2 de RamonSoler, con inversor baño-ducha, ducha teléfono, flexible de 170 cm. y soporte articulado, incluso desagüe con rebosadero, de salida horizontal, de 40 mm., instalada y funcionando.",15.61,0.0,144.53,160.14,"horizontal, desagüe, inversor, grifería, modelo, flexible, mezcla, Europa, ducha, monomando, bañera, acero, instalación, chapa, articulación, exterior, blanco, salida, teléfono, rebosadero, esmalte, soporte, ",Partida,2000-01-31
E21ABC060,ACRÍLICAS,ud,BAÑ.ACERO 140x70 COL.N.EUROPA,"Bañera de chapa de acero esmaltado, de 140x70 cm., en color con fondo antideslizante, mod. Nueva Europa de Metalibérica, con grifería mezcladora exterior monomando mod. Aquanova plus de RamonSoler, con inversor baño-ducha, ducha teléfono, flexible de 170 cm. y soporte articulado, incluso desagüe con rebosadero, de salida horizontal, de 40 mm., instalada y funcionando.",15.61,0.0,144.4,160.01,"bañera, monomando, inversor, grifería, ducha, desagüe, mezcla, teléfono, Europa, flexible, esmalte, color, rebosadero, horizontal, soporte, exterior, articulación, chapa, acero, instalación, salida, ",Partida,2000-01-31
E21ABC070,ACRÍLICAS,ud,BAÑ.ACERO 140x70 BLA.N.EUROPA,"Bañera de chapa de acero esmaltado, de 140x70 cm., blanca con fondo antideslizante, mod. Nueva Europa de Metalibérica, con grifería mezcladora exterior monomando, mod. Aquanova plus de RamonSoler, con inversor baño-ducha, ducha teléfono, flexible de 170 cm. y soporte articulado, incluso desagüe con rebosadero, de salida horizontal, de 40 mm., instalada y funcionando.",15.61,0.0,124.55,140.16,"grifería, bañera, Europa, mezcla, flexible, desagüe, ducha, monomando, teléfono, rebosadero, salida, blanco, horizontal, esmalte, exterior, articulación, chapa, acero, soporte, instalación, inversor, ",Partida,2000-01-31
E21ABC074,ACRÍLICAS,ud,BAÑ.ACERO 130x70 COL.N.EUROPA,"Bañera de chapa de acero esmaltado, de 130x70 cm., en color con fondo antideslizante, mod. Nueva Europa de Metalibérica, con grifería mezcladora exterior monomando mod. Aquanova plus de RamonSoler, con inversor baño-ducha, ducha teléfono, flexible de 170 cm. y soporte articulado, cromada, incluso desagüe con rebosadero, de salida horizontal, de 40 mm., instalada y funcionando.",15.61,0.0,144.05,159.66,"Europa, mezcla, flexible, desagüe, ducha, grifería, cromado, rebosadero, teléfono, color, inversor, exterior, bañera, esmalte, chapa, articulación, acero, soporte, salida, monomando, instalación, horizontal, ",Partida,2000-01-31
E21ABC075,ACRÍLICAS,ud,BAÑ.ACERO 130x70 BLA.N.EUROPA,"Bañera de chapa de acero esmaltado, de 130x70 cm., blanca con fondo antideslizante, mod. Nueva Europa de Metalibérica, con grifería mezcladora exterior monomando, mod. Aquanova plus de RamonSoler, con inversor baño-ducha, ducha teléfono, flexible de 170 cm. y soporte articulado, incluso desagüe con rebosadero, de salida horizontal, de 40 mm., instalada y funcionando.",15.61,0.0,124.45,140.06,"desagüe, Europa, salida, mezcla, flexible, ducha, grifería, inversor, teléfono, blanco, rebosadero, instalación, monomando, soporte, acero, chapa, articulación, exterior, esmalte, horizontal, bañera, ",Partida,2000-01-31
E21ABC080,ACRÍLICAS,ud,BAÑ.ACERO 120x70 COL.N.EUROPA,"Bañera de chapa de acero esmaltado, de 120x70 cm., en color con fondo antideslizante, mod. Nueva Europa de Metalibérica, con grifería mezcladora exterior monomando, mod. Aquanova plus de RamonSoler, con inversor baño-ducha, ducha teléfono, flexible de 170 cm. y soporte articulado, incluso desagüe con rebosadero, de salida vertical, de 40 mm., instalada y funcionando.",15.61,0.0,141.43,157.04,"inversor, grifería, ducha, flexible, mezcla, Europa, bañera, rebosadero, color, desagüe, esmalte, teléfono, salida, monomando, exterior, articulación, vertical, chapa, acero, soporte, instalación, ",Partida,2000-01-31
E21ABC085,ACRÍLICAS,ud,BAÑ.ACERO 120x70 BLA.N.EUROPA,"Bañera de chapa de acero esmaltado, de 120x70 cm., en blanco con fondo antideslizante, mod. Nueva Europa de Metalibérica, con grifería mezcladora exterior monomando, mod. Aquanova plus de RamonSoler, con inversor baño-ducha, ducha teléfono, flexible de 170 cm. y soporte articulado, incluso desagüe con rebosadero, de salida vertical, de 40 mm., instalada y funcionando.",15.61,0.0,124.18,139.79,"soporte, flexible, desagüe, ducha, grifería, inversor, teléfono, monomando, Europa, mezcla, blanco, bañera, esmalte, instalación, acero, chapa, vertical, articulación, exterior, salida, rebosadero, ",Partida,2000-01-31
E21ABC090,ACRÍLICAS,ud,BAÑ.ACERO 100x70 COL.N.EUROPA,"Bañera de chapa de acero esmaltado, de 100x70 cm., en color con fondo antideslizante, mod. Nueva Europa de Metalibérica, con grifería mezcladora exterior monomando, mod. Aquanova plus de RamonSoler, con inversor baño-ducha, ducha teléfono, flexible de 170 cm. y soporte articulado, incluso desagüe con rebosadero, de salida vertical, de 40 mm., instalada y funcionando.",15.61,0.0,130.58,146.19,"bañera, monomando, mezcla, flexible, desagüe, ducha, grifería, teléfono, esmalte, inversor, Europa, exterior, articulación, vertical, chapa, acero, soporte, instalación, salida, color, rebosadero, ",Partida,2000-01-31
E21ABC095,ACRÍLICAS,ud,BAÑ.ACERO 100x70 BLA.N.EUROPA,"Bañera de chapa de acero esmaltado, de 100x70 cm., en blanco con fondo antideslizante, mod. Nueva Europa de Metalibérica, con grifería mezcladora exterior monomando, mod. Aquanova plus de RamonSoler, con inversor baño-ducha, ducha teléfono, flexible de 170 cm. y soporte articulado, incluso desagüe con rebosadero, de salida vertical, de 40 mm., instalada y funcionando.",15.61,0.0,116.23,131.84,"salida, monomando, teléfono, inversor, ducha, flexible, mezcla, Europa, grifería, rebosadero, articulación, exterior, vertical, desagüe, chapa, acero, soporte, blanco, bañera, esmalte, instalación, ",Partida,2000-01-31
E21ABC100,ACRÍLICAS,ud,BAÑO-ASEO ACERO 100x70 COL.G.MMDO.,"Baño-aseo de chapa de acero esmaltado, de 100x70 cm., color, con grifería mezcladora exterior monomando, con inversor baño-ducha, ducha teléfono, flexible de 150 cm. y soporte articulado, incluso desagüe con rebosadero, de salida horizontal, de 40 mm., instalado y funcionando.",15.61,0.0,116.58,132.19,"chapa, rebosadero, inversor, grifería, ducha, desagüe, mezcla, teléfono, horizontal, flexible, soporte, monomando, salida, acero, exterior, articulación, color, esmalte, instalación, ",Partida,2000-01-31
E21ABC105,ACRÍLICAS,ud,BAÑO-ASEO ACERO 100x70 BLA.G.MMDO.,"Baño-aseo de chapa de acero esmaltado, de 100x70 cm., blanco, con grifería mezcladora exterior monomando, con inversor baño-ducha, ducha teléfono, flexible de 150 cm. y soporte articulado, incluso desagüe con rebosadero, de salida horizontal, de 40 mm., instalado y funcionando.",15.61,0.0,96.88,112.49,"grifería, inversor, teléfono, mezcla, flexible, ducha, monomando, esmalte, rebosadero, articulación, chapa, salida, acero, soporte, instalación, blanco, horizontal, desagüe, exterior, ",Partida,2000-01-31
E21ABC108,ACRÍLICAS,ud,BAÑ.ACERO 170x70 COL. A.C.AMÉRICA,"Bañera de chapa de acero esmaltado, de 170x70 cm., en color, con fondo antideslizante, insonorizado y asas cromadas, modelo América de Metalibérica, con grifería mezcladora exterior monomando, con inversor automático baño-ducha, ducha teléfono, flexible de 170 cm. y soporte articulado, cromada, incluso desagüe con rebosadero, de salida horizontal, de 40 mm., instalada y funcionando.",15.61,0.0,186.03,201.64,"flexible, mezcla, rebosadero, monomando, cromado, grifería, modelo, ducha, desagüe, inversor, asa, insonorización, salida, exterior, acero, teléfono, instalación, color, esmalte, articulación, chapa, soporte, horizontal, bañera, automático, ",Partida,2000-01-31
E21ABC110,ACRÍLICAS,ud,BAÑ.ACERO 170x70 BLA. A.C.AMÉRICA,"Bañera de chapa de acero esmaltado, de 170x70 cm., en blanco, con fondo antideslizante, insonorizado y asas cromadas, modelo América de Metalibérica, con grifería mezcladora exterior monomando, con inversor automático baño-ducha, ducha teléfono, flexible de 170 cm. y soporte articulado, cromada, incluso desagüe con rebosadero, de salida horizontal, de 40 mm., instalada y funcionando.",15.61,0.0,161.93,177.54,"cromado, automático, bañera, monomando, rebosadero, modelo, insonorización, desagüe, flexible, asa, inversor, grifería, salida, instalación, teléfono, horizontal, esmalte, ducha, articulación, chapa, acero, soporte, blanco, mezcla, exterior, ",Partida,2000-01-31
E21ABC115,ACRÍLICAS,ud,BAÑ.ACERO 160x70 COL. A.C.AMÉRICA,"Bañera de chapa de acero esmaltado, de 160x70 cm., en color, con fondo antideslizante, insonorizado y asas cromadas, modelo América de Metalibérica, con grifería mezcladora exterior monomando mod. Aquanova plus de RamonSoler, con inversor automático baño-ducha, ducha teléfono, flexible de 170 cm. y soporte articulado, cromada, incluso desagüe con rebosadero, de salida horizontal, de 40 mm., instalada y funcionando.",15.61,0.0,174.25,189.86,"flexible, bañera, asa, inversor, cromado, grifería, ducha, modelo, desagüe, mezcla, monomando, insonorización, exterior, rebosadero, automático, instalación, teléfono, salida, horizontal, articulación, chapa, acero, soporte, color, esmalte, ",Partida,2000-01-31
E21ABC120,ACRÍLICAS,ud,BAÑ.ACERO 160x70 BLA. A.C.AMÉRICA,"Bañera de chapa de acero esmaltado, de 160x70 cm., en blanco, con fondo antideslizante, insonorizado y asas cromadas, modelo América de Metalibérica, con grifería mezcladora exterior monomando mod. Aquanova plus de RamonSoler, con inversor automático baño-ducha, ducha teléfono, flexible de 170 cm. y soporte articulado, cromada, incluso desagüe con rebosadero, de salida horizontal, de 40 mm., instalada y funcionando.",15.61,0.0,150.7,166.31,"insonorización, grifería, monomando, blanco, rebosadero, inversor, cromado, flexible, ducha, desagüe, chapa, modelo, horizontal, asa, automático, salida, soporte, esmalte, exterior, articulación, instalación, acero, bañera, mezcla, teléfono, ",Partida,2000-01-31
E21ABC125,ACRÍLICAS,ud,BAÑ.ACERO 150x70 COL. A.C.AMÉRICA,"Bañera de chapa de acero esmaltado, de 150x70 cm., en color, con fondo antideslizante, insonorizado y asas cromadas, modelo América de Metalibérica, con grifería mezcladora exterior monomando mod. Aquamando-2 de RamonSoler, con inversor automático baño-ducha, ducha teléfono, flexible de 170 cm. y soporte articulado, cromada, incluso desagüe con rebosadero, de salida horizontal, de 40 mm., instalada y funcionando.",15.61,0.0,186.38,201.99,"modelo, bañera, inversor, monomando, grifería, ducha, insonorización, desagüe, flexible, rebosadero, chapa, mezcla, horizontal, asa, cromado, soporte, salida, esmalte, exterior, articulación, color, acero, instalación, automático, teléfono, ",Partida,2000-01-31
E21ABC130,ACRÍLICAS,ud,BAÑ.ACERO 150x70 BLA. A.C.AMÉRICA,"Bañera de chapa de acero esmaltado, de 150x70 cm., en blanco, con fondo antideslizante, insonorizado y asas cromadas, modelo América de Metalibérica, con grifería mezcladora exterior monomando mod. Aquamando-2 de RamonSoler, con inversor automático baño-ducha, ducha teléfono, flexible de 170 cm. y soporte articulado, cromada, incluso desagüe con rebosadero, de salida horizontal, de 40 mm., instalada y funcionando.",15.61,0.0,164.33,179.94,"mezcla, cromado, asa, rebosadero, monomando, inversor, modelo, grifería, ducha, salida, insonorización, flexible, desagüe, esmalte, exterior, automático, teléfono, horizontal, articulación, soporte, blanco, bañera, acero, chapa, instalación, ",Partida,2000-01-31
